year_group,sow_set,id,term,week,dates,cycle,unit,unitName,lessonNo,lessonName,type,obj,alert
Year 13 FM,FM S2/S3,y13_fms23_009,Michaelmas,M7A,5-9 Oct 2026,A,2,S2.2 Poisson Distributions,★,Unit Test 2: S2.2 Poisson Distributions,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,IR0 closes Thu 8 Oct. HoD data checks. Year 10 PTC.
Year 13 FM,FM S2/S3,y13_fms23_010,Michaelmas,M7A,5-9 Oct 2026,A,3,S2.3 Approximations,1/3,S2.3.1 Using the Poisson Distribution to Approximate the Binomial + S2.3.2 Approximating a Binomial Distribution + S2.3.3 Approximating a Poisson Distribution by a Normal Distribution + S2.3.4 Choosing the Appropriate Approximation,core,"Apply Poisson approximation to binomial when n is large and p is small. Justify assumptions.; Use a normal distribution as an approximation to the binomial, applying continuity corrections.",
Year 13 FM,FM S2/S3,y13_fms23_011,Michaelmas,M8B,12-16 Oct 2026,B,3,S2.3 Approximations,2/3,"S2.4.1 Continuous Random Variables + S2.4.2 The Cumulative Distribution Function + S2.4.3 Mean and Variance of a Continuous Distribution + S2.4.4 Mode, Median, Quartiles and Percentiles",core,"Apply Poisson approximation to binomial when n is large and p is small. Justify assumptions.; Use a normal distribution as an approximation to the binomial, applying continuity corrections.",13 Oct national holiday. Final teaching week before Michaelmas half-term. Avoid starting a new unit.
Year 13 FM,FM S2/S3,y13_fms23_012,Michaelmas,M9A,26-30 Oct 2026,A,3,S2.3 Approximations,★,Unit Test 3: S2.3 Approximations,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,Shorter Year 11 mock week. Regular sixth-form teaching continues unless affected by staffing.
Year 13 FM,FM S2/S3,y13_fms23_013,Michaelmas,M9A,26-30 Oct 2026,A,4,S2.5 Continuous Uniform Distribution & S2.6 Sampling and Sampling Distributions,1/4,S2.5.1 The Continuous Uniform Distribution + S2.5.2 Modelling with the Continuous Uniform Distribution,core,"Define and use the uniform distribution on an interval [a, b]. Calculate probabilities, mean and variance.; Apply uniform models in real-world contexts and interpret assumptions.",
Year 13 FM,FM S2/S3,y13_fms23_014,Michaelmas,M10B,2-6 Nov 2026,B,4,S2.5 Continuous Uniform Distribution & S2.6 Sampling and Sampling Distributions,2/4,S2.6.1 Populations and Samples,core,"Define and use the uniform distribution on an interval [a, b]. Calculate probabilities, mean and variance.; Apply uniform models in real-world contexts and interpret assumptions.",Year 12 IR1 opens Mon 2 Nov. Yr 7-11 and 13 IR1 opens Tue 3 Nov.
Year 13 FM,FM S2/S3,y13_fms23_015,Michaelmas,M11A,9-13 Nov 2026,A,4,S2.5 Continuous Uniform Distribution & S2.6 Sampling and Sampling Distributions,3/4,S2.6.2 The Concept of a Statistic + S2.6.3 The Sampling Distribution of a Statistic,core,"Define and use the uniform distribution on an interval [a, b]. Calculate probabilities, mean and variance.; Apply uniform models in real-world contexts and interpret assumptions.",Year 12 IR1 closes Thu 12 Nov. Year 11 mock marking window.
Year 13 FM,FM S2/S3,y13_fms23_016,Michaelmas,M11A,9-13 Nov 2026,A,4,S2.5 Continuous Uniform Distribution & S2.6 Sampling and Sampling Distributions,★,Unit Test 4: S2.5 Continuous Uniform Distribution S2.6 Sampling and Sampling Distributions,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 13 FM,FM S2/S3,y13_fms23_017,Michaelmas,M12B,16-20 Nov 2026,B,5,S2.7 Hypothesis Testing,1/4,S2.7.1 Hypothesis Testing + S2.7.2 Finding Critical Values,core,"Describe the logic of hypothesis testing, define H₀ and H₁, and interpret conclusions in context.; Find and interpret critical regions and critical values from distribution tables.",Yr 7-11 and 13 IR1 closes Mon 16 Nov. IR1 checking window.
Year 13 FM,FM S2/S3,y13_fms23_018,Michaelmas,M13A,23-27 Nov 2026,A,5,S2.7 Hypothesis Testing,2/4,S2.7.3 One-Tailed Tests + S2.7.4 Two-Tailed Tests,core,"Describe the logic of hypothesis testing, define H₀ and H₁, and interpret conclusions in context.; Find and interpret critical regions and critical values from distribution tables.",Year 12 IR1 publish and Year 12 PTC Thu 26 Nov.
Year 13 FM,FM S2/S3,y13_fms23_019,Michaelmas,M13A,23-27 Nov 2026,A,5,S2.7 Hypothesis Testing,3/4,S2.7.5 Testing the Mean λ of a Poisson Distribution + S2.7.6 Using Approximations,core,"Describe the logic of hypothesis testing, define H₀ and H₁, and interpret conclusions in context.; Find and interpret critical regions and critical values from distribution tables.",
Year 13 FM,FM S2/S3,y13_fms23_020,Michaelmas,M14B,30 Nov-4 Dec 2026,B,5,S2.7 Hypothesis Testing,★,Unit Test 5: S2.7 Hypothesis Testing,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,Yr 7-11 and 13 IR1 publish Thu 3 Dec.
Year 13 FM,FM S2/S3,y13_fms23_021,Michaelmas,M15A,7-11 Dec 2026,A,6,S3.1 Sampling & S3.2 Combinations of Random Variables & S3.3 Estimators and Confidence Intervals,1/5,S3.1.1 Sampling + S3.1.2 Using a Random Number Table,core,Understand the principles of random sampling; identify and describe sampling methods.; Use random number tables or technology to select samples. Recognise randomness and bias.,National holidays Mon 7 Dec and Thu 10 Dec. Sixth Form and IGCSE Options Fair Tue 8 Dec.
Year 13 FM,FM S2/S3,y13_fms23_022,Michaelmas,M16B,14-16 Dec 2026,B,6,S3.1 Sampling & S3.2 Combinations of Random Variables & S3.3 Estimators and Confidence Intervals,2/5,S3.1.3 Random Sampling + S3.1.4 Non-Random Sampling,core,Understand the principles of random sampling; identify and describe sampling methods.; Use random number tables or technology to select samples. Recognise randomness and bias.,Final partial week of Michaelmas. No new heavy content.
Year 13 FM,FM S2/S3,y13_fms23_023,Lent,L1A,7-8 Jan 2027,A,6,S3.1 Sampling & S3.2 Combinations of Random Variables & S3.3 Estimators and Confidence Intervals,3/5,S3.2.1 Combinations of Random Variables,core,Understand the principles of random sampling; identify and describe sampling methods.; Use random number tables or technology to select samples. Recognise randomness and bias.,Term restart after INSET on Wed 6 Jan. Partial week.
Year 13 FM,FM S2/S3,y13_fms23_024,Lent,L2B,11-15 Jan 2027,B,0,MOCK WEEK,★,Mock Exam,assessment,No regular teaching. Use mock outcomes for targeted reteaching from L3A.,Year 12 and Year 13 mock week. No regular teaching.
Year 13 FM,FM S2/S3,y13_fms23_025,Lent,L3A,18-22 Jan 2027,A,6,S3.1 Sampling & S3.2 Combinations of Random Variables & S3.3 Estimators and Confidence Intervals,4/5,"S3.3.1 Estimators, Bias and Standard Error + S3.3.2 Confidence Intervals",core,Understand the principles of random sampling; identify and describe sampling methods.; Use random number tables or technology to select samples. Recognise randomness and bias.,Mock review and targeted reteaching. Year 12 and 13 mock results report opens.
Year 13 FM,FM S2/S3,y13_fms23_026,Lent,L3A,18-22 Jan 2027,A,6,S3.1 Sampling & S3.2 Combinations of Random Variables & S3.3 Estimators and Confidence Intervals,★,Unit Test 6: S3.1 Sampling S3.2 Combinations of Random Variables S3.3 Estimators and Confidence Intervals,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 13 FM,FM S2/S3,y13_fms23_027,Lent,L4B,25-29 Jan 2027,B,7,S3.4 Central Limit Theorem and Testing the Mean,1/4,S3.4.1 The Central Limit Theorem + S3.4.2 Applying the Central Limit Theorem to Other Distributions,core,State and apply the Central Limit Theorem (CLT). Explain its significance for sampling distributions.; Use the CLT to approximate the distribution of sample means for non-normal populations.,Mock marking/standardisation and report checking window.
Year 13 FM,FM S2/S3,y13_fms23_028,Lent,L5A,1-5 Feb 2027,A,7,S3.4 Central Limit Theorem and Testing the Mean,2/4,S3.4.3 Confidence Intervals Using the Central Limit Theorem + S3.4.4 Hypothesis Testing the Mean,core,State and apply the Central Limit Theorem (CLT). Explain its significance for sampling distributions.; Use the CLT to approximate the distribution of sample means for non-normal populations.,Power BI and report completion window. Use for consolidation where needed.
Year 13 FM,FM S2/S3,y13_fms23_029,Lent,L5A,1-5 Feb 2027,A,7,S3.4 Central Limit Theorem and Testing the Mean,3/4,S3.4.5 Hypothesis Testing for the Difference Between Means + S3.4.6 Use of Large Sample Results for an Unknown Population,core,State and apply the Central Limit Theorem (CLT). Explain its significance for sampling distributions.; Use the CLT to approximate the distribution of sample means for non-normal populations.,
Year 13 FM,FM S2/S3,y13_fms23_030,Lent,L6B,8-12 Feb 2027,B,7,S3.4 Central Limit Theorem and Testing the Mean,★,Unit Test 7: S3.4 Central Limit Theorem and Testing the Mean,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,Final week before Lent half-term. Year 13 PTC Wed 10 Feb. Avoid starting a new unit.
Year 13 FM,FM S2/S3,y13_fms23_031,Lent,L7A,22-26 Feb 2027,A,8,S3.5 Correlation & S3.6 Goodness of Fit and Contingency Tables,1/5,S3.5.1 Spearman’s Rank Correlation Coefficient + S3.5.2 Hypothesis Testing for Zero Correlation,core,Calculate and interpret Spearman's rank correlation coefficient.; Conduct hypothesis tests for zero correlation using Spearman's rank method.,Return after half-term. Year 11 mock week and Yr 7-9 Adventure Week; sixth-form teaching continues.
Year 13 FM,FM S2/S3,y13_fms23_032,Lent,L7A,22-26 Feb 2027,A,8,S3.5 Correlation & S3.6 Goodness of Fit and Contingency Tables,2/5,S3.6.1 Goodness of Fit + S3.6.2 Degrees of Freedom and the Chi-Squared (χ²) Family of Distributions,core,Calculate and interpret Spearman's rank correlation coefficient.; Conduct hypothesis tests for zero correlation using Spearman's rank method.,
Year 13 FM,FM S2/S3,y13_fms23_033,Lent,L8B,1-5 Mar 2027,B,8,S3.5 Correlation & S3.6 Goodness of Fit and Contingency Tables,3/5,S3.6.3 Testing a Hypothesis + S3.6.4 Testing the Goodness of Fit with Discrete Data,core,Calculate and interpret Spearman's rank correlation coefficient.; Conduct hypothesis tests for zero correlation using Spearman's rank method.,Yr 7-10 and 12 IR3 opens. Year 11 and 13 Full Report 3 opens.
Year 13 FM,FM S2/S3,y13_fms23_034,Lent,L9A,8-12 Mar 2027,A,8,S3.5 Correlation & S3.6 Goodness of Fit and Contingency Tables,4/5,S3.6.5 Testing the Goodness of Fit with Continuous Data + S3.6.6 Using Contingency Tables,core,Calculate and interpret Spearman's rank correlation coefficient.; Conduct hypothesis tests for zero correlation using Spearman's rank method.,IR3 and full report checking window. Use for final content and consolidation.
Year 13 FM,FM S2/S3,y13_fms23_035,Lent,L9A,8-12 Mar 2027,A,8,S3.5 Correlation & S3.6 Goodness of Fit and Contingency Tables,★,Unit Test 8: S3.5 Correlation S3.6 Goodness of Fit and Contingency Tables,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 13 FM,FM S2/S3,y13_fms23_036,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,1/1,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Target deadline for first teaching: finish all examinable content by Fri 19 Mar.
Year 13 FM,FM S2/S3,y13_fms23_037,Lent,L11A,22-26 Mar 2027,A,0,Past papers,1/2,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",Protected past-paper practice week. No new first teaching.
Year 13 FM,FM S2/S3,y13_fms23_038,Lent,L11A,22-26 Mar 2027,A,0,Past papers,2/2,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13 FM,FM S2/S3,y13_fms23_039,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,1/1,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",Protected past-paper practice week and end of Lent. No new first teaching.
Year 13 FM,FM S2/S3,y13_fms23_040,Summer,S1A,19-23 Apr 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Summer term starts. Revision, intervention, exam practice and study leave only."
Year 13 FM,FM S2/S3,y13_fms23_041,Summer,S2B,26-30 Apr 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13 FM,FM S2/S3,y13_fms23_042,Summer,S3A,3-7 May 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"National holiday Tue 4 May. Revision, intervention, exam practice and study leave."
Year 13 FM,FM S2/S3,y13_fms23_043,Summer,S4B,10-14 May 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13 FM,FM S2/S3,y13_fms23_044,Summer,S5A,17-21 May 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13 FM,FM S2/S3,y13_fms23_045,Summer,S6B,24-28 May 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
